id,title,sub_title,status,thumb,summary,authors,genres,nsfw,type,total_chapter,create_at,update_at
65a8d38cf64a55128b4abe5f,A Princess Who Reads Fortune,점괘보는 공녀님 • A Fortune-Telling Princess • Fortune Telling Princess,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a8d38cf64a55128b4abe5f/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=2119bb9fdafddc7e95a6c2161f8631bacaa3ad400e1e7e6f15fa4a10c673cc8c,"Top actress Lee Sia has the ability to see ghosts. After an accident, she wakes up in the body of 'Camilla Sorfelle'.
But here's the problem.
""Oh, Father, help me!""
This woman's fate always ends in death!
I need to extend my life, so might as well talk to the ghosts first.
Ugh, but why do I keep getting involved with people I want to avoid!?
",[''],"['Fantasy', 'Romance', 'Shoujo', 'Supernatural', 'Manhwa']",True,korea,43,1705563020450,1709206716064
65a89405f64a55128b4a663d,A Tipsy Marriage Proposal for the Emperor,술김에 황후가 되었습니다 • 酔った勢いで皇后になりました • I Became Empress Under the Influence of Alcohol • A Tipsy Marriage Proposal for the Emperor,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a89405f64a55128b4a663d/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=7a98f9e74d1d750d59b34b8d80ffece2f5ccffbf6623eb58ae5fe28d3f59079e,"Whether it's beauty, status, or a Ph.D, Elliere has it all. But one thing she doesn't have is luck with men, which she discovers when her prideful fiance dumps her for ""being a know-it-all.""
Enraged, Elliere storms to the bar and drunkenly rants about her troubles to a mysterious stranger, whose good looks inspire her to ask for his hand in marriage.
Unfortunately for her, the man is none other than the cold-blooded Emperor Ropherce, who actually accepts her proposal!
Poor Elliere has a feeling she'll need more than liquid courage to survive as the tyrant's unlucky new empress...
","['Dott', 'Maelaengcho (매랭초)']","['Fantasy', 'Romance', 'Drama', 'Comedy', 'Manhwa', 'Historical', 'Magic']",True,korea,0,1705546757631,1705547631198
65a1d6b8f64a55128b455507,A World-Class Walkthrough,The World-Class Extra's Walkthrough ; 초월급 엑스트라의 공략집,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a1d6b8f64a55128b455507/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=4dc399b53a24f3d0adf9cfd1f5ee167865147417c4966505da40ff2a07457ab8,"The main character, Kim Kyung-Sam, is an orphan preparing for the civil service exam while working part-time at a convenience store.While immersed in the game God Forsaken World' and playing the scenario of Gilosan Ello D' Baltic', the fallen Third Prince of The Empire, without realizing it, he is transmigrated into that character.The worst part is that at the time it happened, the fallen Third Prince, better known as The Pig Prince', has been kidnapped and is on the verge of execution!We will see how Kyung-Sam uses his knowledge of the game to overcome various cris
","['Changwaeng', 'Ootani Eichi']","['Action', 'Fantasy', 'Comedy', 'Adventure', 'Manhwa', 'Isekai']",False,korea,0,1705105080364,1705106109429
659f9804f64a55128b4446e5,Abandoned Universe,Abandoning the Universe ; Qì Yǔ Zhòu ; 弃宇宙 ; Abandon the Universe,ongoing,https://usc1.contabostorage.com/scraper/mangas/659f9804f64a55128b4446e5/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=1e223ac61091a6dd9f2e62c8037635c5efe1c46f77e123a6fb846e41bd644e2e,"One day, the earth’s vitality changed, and people began to practice ancient martial arts. Seventeen years later, alien invaders invaded the earth, As a result, human beings were slaughtered and enslaved.
In order to stop the alien invaders, all the sovereign countries on the earth united and began to resist, opening the nuclear era on the earth, but they still could not get rid of the enslavement…
",['愛のチカラで恋をするのだ'],"['Action', 'Fantasy', 'Shounen', 'Drama', 'Supernatural', 'Adventure', 'Manhua']",False,china,0,1704957956910,1704958289098
65a5f470f64a55128b489262,Academy’s Genius Swordmaster,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a5f470f64a55128b489262/thumb.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=978d949053c87949cf1804d5751bbd4cb077ad081ebf592fc2a9cc5e773d1fa9,"Ronan lived a wasteful life filled with regrets. A second chance befalls him at the end of his futile life. He went back to the time when he was a ten-year-old child! For the people who sacrificed themselves for him, he becomes determined to live a new life.
",[''],"['Action', 'Fantasy', 'Adventure', 'Manhwa']",False,korea,39,1705374832382,1710313496463
65a312a4f64a55128b469a1e,Administrator Kang Jin Lee,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a312a4f64a55128b469a1e/thumb.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=bce4d1e070f91115d2b29c89f8c41217072ff060b25b7e36910a38e6acbdb5f9,"Gwanjeon – Lee Kang-jin is a Manga/Manhwa/Manhua in (English/Raw) language, Manhwa series is written by Updating This Comic is About
Is he crazy?
Or just the typical attention seeker?
Lee Kwang-Jin, who doesn't understand the difference in people, and his Master Kwak No who's the one helping him to understand the differences of people. A warm human story of a student and his Master.
",[''],"['Action', 'Fantasy', 'Manhwa']",False,korea,0,1705185956857,1705187736892
65a7739cf64a55128b49f17b,"After Improperly Licking a Dog, I Became a Billionaire","Bỏ làm simp chúa, ta có trong tay cả tỉ thần hào • 不当舔狗后，我成了亿万神豪 • Budang Tian Gou Hou, Wo Chengle Yi Wan Shen Hao • Bùdāng Tiǎn Gǒu Hòu, Wǒ Chéngle Y",ongoing,https://usc1.contabostorage.com/scraper/mangas/65a7739cf64a55128b49f17b/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=76e70c72e56927fee8438e036db9928b37988d046d7d1acc579b413b135560b5,"Lin Xinben was an ordinary licking dog. After being dumped, he got the Shenhao system, and he got trillions at the beginning! The bad thing is that this money can only be spent on girls! No way, in order to spend the money, Lin Xin embarked on an unusual path of Shenhao’s counterattack!
",['Dazui'],"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'Adventure', 'Manhua']",True,china,90,1705472924415,1712597807618
65a8e139f64a55128b4acd64,Aiming to Be the Strongest While Remaining at the Absolute Lowest Level With My Worthless Run Away Skill,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a8e139f64a55128b4acd64/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=3e0276a7b8ad429616f40395e61ee6623bbfb2c06af237abc91fcbf240d86080,"Dungeons that suddenly appeared on Earth have become a part of everyday life. A reclusive young man, Yuuto Kurashiki, steps into a dungeon, hoping to overturn his stagnant life. However, the unique skill bestowed upon him is, ironically, the ability to “run away.” It’s a troublesome skill to wield, with a downside of reducing his overall abilities – a disastrous draw in the skill lottery. Yet, unbeknownst to him, this skill harbors an outrageous potential!

",[''],"['Action', 'Fantasy', 'Manga', 'Adventure']",True,japan,8,1705566521808,1710315723163
65a7b84df64a55128b4a451e,Akane-banashi,Akane Story • あかね噺 • El relato de Akane • Сказание об Аканэ • Le rakugo d'Akane • Akane-banashi • อาคาเนะ พลิกตำนานวงการราคุโกะ,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a7b84df64a55128b4a451e/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=c7fde62b7381937a1b443345e3d36f11e3a0542748c3f340b3b28f6e065e5af4,"Rakugo--the ultimate form of storytelling, where everything in a story is expressed with just your body and words. Shinta and his daughter Akane have been seduced by this wonderful form of classical entertainment. Having observed her father strive to pass the shin'uchi rakugo test, Akane will take her own steps into this unique world!

","['Yuki Suenaga', 'Moue Takamasa']","['Fantasy', 'Manga', 'Shounen', 'Drama', 'School Life', 'Comedy']",True,japan,107,1705490509630,1712598215357
65969549f64a55128b432061,All Hail the Sect Leader,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65969549f64a55128b432061/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=f27648798cf842899486cd8e657c202ca5e16fc93447a5c15d4fbd5faf2239e6,"All the members of my sect are abnormally strong. All my disciples turn out to be big shots, and I’ll definitely become invincible in this world!
",[''],"['Action', 'Fantasy', 'Comedy', 'Psychological', 'Martial Arts', 'Adventure', 'Historical']",False,china,320,1704367433953,1712113397916
65a7b356f64a55128b4a4184,All Soccer Talents Are Mine,축구재능 다 내꺼 • Soccer Talent Is All Mine • All Soccer Talent Is Mine • All Football Talents Are Mine,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a7b356f64a55128b4a4184/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=01258e3008107207978044923161152d3cc0df281b1c7b6dd4ebe642c0ab731d,"Uho-yeong had dreamed of becoming a soccer player. However, he was not blessed with the talent and died without realizing his dream, struck by lightning. It was then that the demon Mammon appeared, offering the ability to covet everyone's talents...

","['Hot Six', 'amber']","['Action', 'Fantasy', 'Supernatural', 'Sports', 'Manhwa']",True,korea,0,1705489238453,1705546754635
65a1cf12f64a55128b4544fa,An Ice Lamp: Gira Chronicles,An Ice Lamp: Gira Chronicles ; Ice Lamp - The Chronicles of Kira ; An Ice Lamp - Chronicles of Gira ; 氷のランプ～キラのクロニクル～ ; 얼음램프 - 기라 연대기 ; 얼음램프-기라 연대기,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a1cf12f64a55128b4544fa/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=677425578fea487a5693ab75aa05563aa4aec1659c9ac4c756a5197325871b13,"She is a 14-year-old smart girl who was raised as a boy. Thinking about whether to leave the monastery empty or become a slave to the nobility, the transcendent Maharita offers to plant her eggs in her body and grant her wishes in return for showing the fully swollen moonlight each time. After accepting Maharita's suggestion, she had a man's voice for 10 years. There are even a lot of ladies and knights who have to fight, and even a magician holding her ankle
","['Choi Seo-Wan', 'Jeokce']","['Fantasy', 'Romance', 'Shoujo', 'Drama', 'Tragedy', 'Adventure', 'Manhwa', 'Historical']",False,korea,0,1705103122329,1705105077182
65a4a586f64a55128b47f01b,Arcana Fantasy,아르카나 판타지,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a4a586f64a55128b47f01b/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=21162f0a6c092b0b2c5884379ffe6ede57c717ae61086bf0b6208660ab7f8fdd,"Arcana Fantasy, a mobile game, has taken the world by storm. However, players lose consciousness in the real world and are trapped in the game until someone completes it. Can Yoon, the son of a pro gamer, find his father in the virtual world?
","['Yoohee', 'Poem']","['Action', 'Fantasy', 'Shounen', 'Adventure', 'Manhwa']",False,korea,0,1705289094647,1705289623766
65a61b0af64a55128b48bb23,Arcane Ascension,,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a61b0af64a55128b48bb23/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=ac2ddeda1e81bf2e682608a0c4e3cf9678c3cd3ee626ed52e5ea62acab2db496,"Five years ago, Corin Cadence's brother entered the Serpent Spire a colossal tower with ever-shifting rooms, traps, and monsters. Those who survive the spire's trials return home with an attunement: a mark granting the bearer magical powers. According to legend, those few who reach the top of the tower will be granted a boon by the spire's goddess. He never returned. Now, it's Corin's turn. He's headed to the top floor, on a mission to meet the goddess.
","['Andrew Rowe', 'Jeric Ray Llanes']","['Action', 'Fantasy', 'Shounen', 'Adventure', 'Manhwa']",False,korea,0,1705384714402,1705386059404
65a7c2adf64a55128b4a51f0,Ari no Su Dungeon e Youkoso!,Welcome to The Ant Nest Dungeon,ongoing,https://usc1.contabostorage.com/scraper/mangas/65a7c2adf64a55128b4a51f0/thumb.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=c10e9464b360c31ce8abea9b266076f6%2F20240410%2Fdefault%2Fs3%2Faws4_request&X-Amz-Date=20240410T154508Z&X-Amz-Expires=86400&X-Amz-SignedHeaders=host&X-Amz-Signature=391a79b375fd1c9a16ce753534e508c834b6aec21df2fdf88f8c43f2b904ca81,"When I woke up, all I had were an unfamiliar room, a crystal, and no memories—just “me.” Awakened as a Dungeon Master, Dan starts with a few points and uses them to summon ant monsters to expand his dungeon. Alongside the ever-increasing and evolving ants, he repels intruding enemies, occasionally recruits allies, builds an impregnable mega-dungeon, and aims to find new happiness and everyday life within the dungeon!

",[''],"['Action', 'Fantasy', 'Manga', 'Slice of Life', 'Adventure']",True,japan,0,1705493165836,1705493279657
